Time (h)	Temperature (K)	Fission rate (fiss/m3-s)	Hydrostatic stress (MPa)	Grain radius (m)	Gas produced (at/m3)	Gas in grains (at/m3)	Gas in intra-granular solution (at/m3)	Gas in intra-granular bubbles (at/m3)	Gas at grain boundaries (at/m3)	Gas released (at/m3)	Intra-granular bubble density (bubble/m3)	Intra-granular bubble radius (m)	Intra-granular gas swelling (/)	Inter-granular bubble concentration (bubble/m2)	Inter-granular atoms per bubble (at/bubble)	Inter-granular vacancies per bubble (vac/bubble)	Inter-granular bubble radius (m)	Inter-granular bubble area (m2)	Inter-granular bubble volume (m3)	Inter-granular fractional coverage (/)	Inter-granular saturation fractional coverage (/)	Inter-granular gas swelling (/)	Inter-granular fractional intactness (/)	Burnup (GWd/tUO2)	Effective burnup (GWd/tUO2)
0.84	1067.2	1e+019	0	5e-006	9.072e+021	8.80269e+021	8.48215e+021	3.20538e+020	2.69314e+020	0	8.88037e+023	1.56616e-011	1.42899e-008	3.99921e+013	11.2236	3.32016	1.15556e-009	2.46173e-018	1.0898e-027	9.84499e-005	0.5	2.61502e-008	1	0.000995442	0.000995442
0.85	1068	1e+019	0	5e-006	9.18e+021	8.90747e+021	8.57899e+021	3.28481e+020	2.72526e+020	0	8.93527e+023	1.57575e-011	1.4644e-008	3.99921e+013	11.3575	3.37646	1.16037e-009	2.48229e-018	1.10349e-027	9.9272e-005	0.5	2.64784e-008	1	0.00100729	0.00100729
0.86	1068.8	1e+019	0	5e-006	9.288e+021	9.01226e+021	8.67573e+021	3.36535e+020	2.75738e+020	0	8.98939e+023	1.58533e-011	1.50031e-008	3.9992e+013	11.4914	3.43308	1.16515e-009	2.50279e-018	1.11718e-027	0.000100091	0.5	2.68069e-008	1	0.00101914	0.00101914
0.87	1069.6	1e+019	0	5e-006	9.396e+021	9.11705e+021	8.77235e+021	3.447e+020	2.7895e+020	0	9.04275e+023	1.5949e-011	1.53671e-008	3.99919e+013	11.6252	3.49001	1.1699e-009	2.52322e-018	1.13089e-027	0.000100908	0.5	2.71358e-008	1	0.00103099	0.00103099
0.88	1070.4	1e+019	0	5e-006	9.504e+021	9.22184e+021	8.86886e+021	3.52976e+020	2.82162e+020	0	9.09534e+023	1.60446e-011	1.5736e-008	3.99919e+013	11.7591	3.54725	1.17461e-009	2.54359e-018	1.14461e-027	0.000101723	0.5	2.7465e-008	1	0.00104284	0.00104284
0.89	1071.2	1e+019	0	5e-006	9.612e+021	9.32663e+021	8.96526e+021	3.61364e+020	2.85374e+020	0	9.14718e+023	1.61401e-011	1.611e-008	3.99918e+013	11.893	3.6048	1.17929e-009	2.56389e-018	1.15834e-027	0.000102535	0.5	2.77945e-008	1	0.00105469	0.00105469
0.9	1072	1e+019	0	5e-006	9.72e+021	9.43141e+021	9.06155e+021	3.69865e+020	2.88586e+020	0	9.19828e+023	1.62355e-011	1.6489e-008	3.99917e+013	12.0269	3.66265	1.18394e-009	2.58414e-018	1.17209e-027	0.000103344	0.5	2.81244e-008	1	0.00106655	0.00106655
0.91	1072.8	1e+019	0	5e-006	9.828e+021	9.5362e+021	9.15772e+021	3.7848e+020	2.91799e+020	0	9.24865e+023	1.63308e-011	1.6873e-008	3.99917e+013	12.1608	3.72081	1.18855e-009	2.60433e-018	1.18585e-027	0.000104151	0.5	2.84545e-008	1	0.0010784	0.0010784
0.92	1073.6	1e+019	0	5e-006	9.936e+021	9.64099e+021	9.25378e+021	3.8721e+020	2.95012e+020	0	9.2983e+023	1.64261e-011	1.72622e-008	3.99916e+013	12.2947	3.77928	1.19314e-009	2.62445e-018	1.19963e-027	0.000104956	0.5	2.8785e-008	1	0.00109025	0.00109025
0.93	1074.4	1e+019	0	5e-006	1.0044e+022	9.74578e+021	9.34972e+021	3.96054e+020	2.98225e+020	0	9.34724e+023	1.65213e-011	1.76565e-008	3.99915e+013	12.4287	3.83806	1.19769e-009	2.64452e-018	1.21341e-027	0.000105759	0.5	2.91157e-008	1	0.0011021	0.0011021
0.94	1075.2	1e+019	0	5e-006	1.0152e+022	9.85056e+021	9.44555e+021	4.05015e+020	3.01438e+020	0	9.39548e+023	1.66164e-011	1.8056e-008	3.99915e+013	12.5626	3.89713	1.20221e-009	2.66454e-018	1.22721e-027	0.000106559	0.5	2.94468e-008	1	0.00111395	0.00111395
0.95	1076	1e+019	0	5e-006	1.026e+022	9.95535e+021	9.54126e+021	4.14092e+020	3.04651e+020	0	9.44303e+023	1.67115e-011	1.84606e-008	3.99914e+013	12.6965	3.95652	1.20671e-009	2.68449e-018	1.24103e-027	0.000107357	0.5	2.97782e-008	1	0.0011258	0.0011258
0.96	1076.8	1e+019	0	5e-006	1.0368e+022	1.00601e+022	9.63685e+021	4.23286e+020	3.07865e+020	0	9.4899e+023	1.68065e-011	1.88705e-008	3.99913e+013	12.8305	4.0162	1.21117e-009	2.7044e-018	1.25485e-027	0.000108152	0.5	3.01099e-008	1	0.00113765	0.00113765
0.97	1077.6	1e+019	0	5e-006	1.0476e+022	1.01649e+022	9.73232e+021	4.32599e+020	3.11078e+020	0	9.53609e+023	1.69015e-011	1.92857e-008	3.99913e+013	12.9644	4.07619	1.21561e-009	2.72424e-018	1.26869e-027	0.000108946	0.5	3.0442e-008	1	0.0011495	0.0011495
0.98	1078.4	1e+019	0	5e-006	1.0584e+022	1.02697e+022	9.82768e+021	4.42031e+020	3.14292e+020	0	9.58162e+023	1.69965e-011	1.97062e-008	3.99912e+013	13.0984	4.13647	1.22002e-009	2.74404e-018	1.28254e-027	0.000109737	0.5	3.07743e-008	1	0.00116135	0.00116135
0.99	1079.2	1e+019	0	5e-006	1.0692e+022	1.03745e+022	9.92291e+021	4.51582e+020	3.17506e+020	0	9.62649e+023	1.70914e-011	2.0132e-008	3.99912e+013	13.2324	4.19706	1.2244e-009	2.76378e-018	1.29641e-027	0.000110527	0.5	3.1107e-008	1	0.0011732	0.0011732
1	1080	1e+019	0	5e-006	1.08e+022	1.04793e+022	1.0018e+022	4.61255e+020	3.20721e+020	0	9.67072e+023	1.71862e-011	2.05632e-008	3.99911e+013	13.3663	4.25795	1.22875e-009	2.78347e-018	1.31029e-027	0.000111314	0.5	3.14399e-008	1	0.00118505	0.00118505
1.01	1080.8	1e+019	0	5e-006	1.0908e+022	1.05841e+022	1.0113e+022	4.71048e+020	3.23935e+020	0	9.71431e+023	1.72811e-011	2.09998e-008	3.9991e+013	13.5003	4.31914	1.23308e-009	2.80311e-018	1.32418e-027	0.000112099	0.5	3.17732e-008	1	0.0011969	0.0011969
1.02	1081.6	1e+019	0	5e-006	1.1016e+022	1.06889e+022	1.02079e+022	4.80964e+020	3.2715e+020	0	9.75727e+023	1.73759e-011	2.14418e-008	3.9991e+013	13.6343	4.38062	1.23738e-009	2.8227e-018	1.33808e-027	0.000112882	0.5	3.21068e-008	1	0.00120875	0.00120875
1.03	1082.4	1e+019	0	5e-006	1.1124e+022	1.07936e+022	1.03026e+022	4.91003e+020	3.30365e+020	0	9.79961e+023	1.74708e-011	2.18894e-008	3.99909e+013	13.7683	4.44241	1.24166e-009	2.84224e-018	1.352e-027	0.000113664	0.5	3.24407e-008	1	0.0012206	0.0012206
1.04	1083.2	1e+019	0	5e-006	1.1232e+022	1.08984e+022	1.03973e+022	5.01165e+020	3.3358e+020	0	9.84134e+023	1.75656e-011	2.23425e-008	3.99908e+013	13.9023	4.50449	1.24591e-009	2.86173e-018	1.36593e-027	0.000114443	0.5	3.27749e-008	1	0.00123245	0.00123245
1.05	1084	1e+019	0	5e-006	1.134e+022	1.10032e+022	1.04918e+022	5.11453e+020	3.36795e+020	0	9.88246e+023	1.76604e-011	2.28011e-008	3.99908e+013	14.0364	4.56686	1.25013e-009	2.88117e-018	1.37988e-027	0.00011522	0.5	3.31094e-008	1	0.0012443	0.0012443
1.06	1084.8	1e+019	0	5e-006	1.1448e+022	1.1108e+022	1.05861e+022	5.21866e+020	3.40011e+020	0	9.92299e+023	1.77552e-011	2.32653e-008	3.99907e+013	14.1704	4.62954	1.25433e-009	2.90056e-018	1.39383e-027	0.000115996	0.5	3.34442e-008	1	0.00125615	0.00125615
1.07	1085.6	1e+019	0	5e-006	1.1556e+022	1.12128e+022	1.06804e+022	5.32405e+020	3.43226e+020	0	9.96294e+023	1.785e-011	2.37352e-008	3.99907e+013	14.3044	4.6925	1.25851e-009	2.91991e-018	1.4078e-027	0.000116769	0.5	3.37793e-008	1	0.001268	0.001268
1.08	1086.4	1e+019	0	5e-006	1.1664e+022	1.13176e+022	1.07745e+022	5.43072e+020	3.46442e+020	0	1.00023e+024	1.79448e-011	2.42107e-008	3.99906e+013	14.4385	4.75577	1.26266e-009	2.93921e-018	1.42178e-027	0.000117541	0.5	3.41148e-008	1	0.00127985	0.00127985
1.09	1087.2	1e+019	0	5e-006	1.1772e+022	1.14223e+022	1.08685e+022	5.53867e+020	3.49659e+020	0	1.00411e+024	1.80397e-011	2.46919e-008	3.99905e+013	14.5726	4.81932	1.26679e-009	2.95847e-018	1.43578e-027	0.000118311	0.5	3.44505e-008	1	0.0012917	0.0012917
1.1	1088	1e+019	0	5e-006	1.188e+022	1.15271e+022	1.09623e+022	5.64791e+020	3.52875e+020	0	1.00793e+024	1.81345e-011	2.51789e-008	3.99905e+013	14.7066	4.88317	1.2709e-009	2.97768e-018	1.44978e-027	0.000119079	0.5	3.47865e-008	1	0.00130356	0.00130356
1.11	1088.8	1e+019	0	5e-006	1.1988e+022	1.16319e+022	1.10561e+022	5.75845e+020	3.56092e+020	0	1.0117e+024	1.82294e-011	2.56717e-008	3.99904e+013	14.8407	4.94731	1.27498e-009	2.99684e-018	1.4638e-027	0.000119845	0.5	3.51229e-008	1	0.00131541	0.00131541
1.12	1089.6	1e+019	0	5e-006	1.2096e+022	1.17367e+022	1.11497e+022	5.8703e+020	3.59308e+020	0	1.01541e+024	1.83243e-011	2.61704e-008	3.99904e+013	14.9748	5.01175	1.27904e-009	3.01597e-018	1.47784e-027	0.00012061	0.5	3.54596e-008	1	0.00132726	0.00132726
1.13	1090.4	1e+019	0	5e-006	1.2204e+022	1.18415e+022	1.12431e+022	5.98347e+020	3.62525e+020	0	1.01907e+024	1.84192e-011	2.66749e-008	3.99903e+013	15.1089	5.07647	1.28308e-009	3.03504e-018	1.49188e-027	0.000121372	0.5	3.57965e-008	1	0.00133911	0.00133911
1.14	1091.2	1e+019	0	5e-006	1.2312e+022	1.19463e+022	1.13365e+022	6.09796e+020	3.65743e+020	0	1.02267e+024	1.85141e-011	2.71853e-008	3.99902e+013	15.243	5.14149	1.2871e-009	3.05408e-018	1.50594e-027	0.000122133	0.5	3.61338e-008	1	0.00135096	0.00135096
1.15	1092	1e+019	0	5e-006	1.242e+022	1.2051e+022	1.14297e+022	6.21379e+020	3.6896e+020	0	1.02623e+024	1.86091e-011	2.77017e-008	3.99902e+013	15.3771	5.2068	1.29109e-009	3.07308e-018	1.52001e-027	0.000122893	0.5	3.64714e-008	1	0.00136281	0.00136281
1.16	1092.8	1e+019	0	5e-006	1.2528e+022	1.21558e+022	1.15227e+022	6.33096e+020	3.72178e+020	0	1.02973e+024	1.87041e-011	2.82241e-008	3.99901e+013	15.5112	5.2724	1.29507e-009	3.09203e-018	1.5341e-027	0.000123651	0.5	3.68092e-008	1	0.00137466	0.00137466
1.17	1093.6	1e+019	0	5e-006	1.2636e+022	1.22606e+022	1.16157e+022	6.44949e+020	3.75396e+020	0	1.03317e+024	1.87991e-011	2.87525e-008	3.999e+013	15.6454	5.33829	1.29902e-009	3.11094e-018	1.54819e-027	0.000124407	0.5	3.71474e-008	1	0.00138651	0.00138651
1.18	1094.4	1e+019	0	5e-006	1.2744e+022	1.23654e+022	1.17084e+022	6.56938e+020	3.78614e+020	0	1.03657e+024	1.88942e-011	2.9287e-008	3.999e+013	15.7795	5.40447	1.30296e-009	3.12982e-018	1.5623e-027	0.000125161	0.5	3.74859e-008	1	0.00139836	0.00139836
1.19	1095.2	1e+019	0	5e-006	1.2852e+022	1.24702e+022	1.18011e+022	6.69065e+020	3.81833e+020	0	1.03992e+024	1.89893e-011	2.98276e-008	3.99899e+013	15.9137	5.47093	1.30687e-009	3.14865e-018	1.57643e-027	0.000125914	0.5	3.78247e-008	1	0.00141021	0.00141021
1.2	1096	1e+019	0	5e-006	1.296e+022	1.25749e+022	1.18936e+022	6.8133e+020	3.85051e+020	0	1.04322e+024	1.90845e-011	3.03744e-008	3.99899e+013	16.0479	5.53769	1.31077e-009	3.16744e-018	1.59056e-027	0.000126666	0.5	3.81638e-008	1	0.00142206	0.00142206
1.21	1096.8	1e+019	0	5e-006	1.3068e+022	1.26797e+022	1.1986e+022	6.93734e+020	3.8827e+020	0	1.04647e+024	1.91797e-011	3.09274e-008	3.99898e+013	16.182	5.60473	1.31464e-009	3.1862e-018	1.60471e-027	0.000127415	0.5	3.85032e-008	1	0.00143391	0.00143391
1.22	1097.6	1e+019	0	5e-006	1.3176e+022	1.27845e+022	1.20782e+022	7.06278e+020	3.91489e+020	0	1.04967e+024	1.9275e-011	3.14866e-008	3.99897e+013	16.3162	5.67207	1.3185e-009	3.20491e-018	1.61887e-027	0.000128164	0.5	3.88429e-008	1	0.00144576	0.00144576
1.23	1098.4	1e+019	0	5e-006	1.3284e+022	1.28893e+022	1.21703e+022	7.18964e+020	3.94709e+020	0	1.05283e+024	1.93703e-011	3.20521e-008	3.99897e+013	16.4504	5.73969	1.32233e-009	3.22359e-018	1.63304e-027	0.00012891	0.5	3.91829e-008	1	0.00145761	0.00145761
1.24	1099.2	1e+019	0	5e-006	1.3392e+022	1.29941e+022	1.22623e+022	7.31792e+020	3.97928e+020	0	1.05594e+024	1.94657e-011	3.2624e-008	3.99896e+013	16.5846	5.80759	1.32615e-009	3.24223e-018	1.64723e-027	0.000129656	0.5	3.95232e-008	1	0.00146946	0.00146946
1.25	1100	1e+019	0	5e-006	1.35e+022	1.30989e+022	1.23541e+022	7.44763e+020	4.01148e+020	0	1.059e+024	1.95612e-011	3.32023e-008	3.99896e+013	16.7189	5.87579	1.32995e-009	3.26083e-018	1.66142e-027	0.000130399	0.5	3.98638e-008	1	0.00148131	0.00148131
1.26	1100.8	1e+019	0	5e-006	1.3608e+022	1.32036e+022	1.24458e+022	7.57878e+020	4.04369e+020	0	1.06202e+024	1.96567e-011	3.3787e-008	3.99895e+013	16.8531	5.94426	1.33373e-009	3.2794e-018	1.67563e-027	0.000131142	0.5	4.02047e-008	1	0.00149316	0.00149316
1.27	1101.6	1e+019	0	5e-006	1.3716e+022	1.33084e+022	1.25373e+022	7.71138e+020	4.07589e+020	0	1.06499e+024	1.97522e-011	3.43781e-008	3.99895e+013	16.9874	6.01303	1.33749e-009	3.29793e-018	1.68986e-027	0.000131883	0.5	4.05459e-008	1	0.00150501	0.00150501
1.28	1102.4	1e+019	0	5e-006	1.3824e+022	1.34132e+022	1.26286e+022	7.84545e+020	4.1081e+020	0	1.06792e+024	1.98479e-011	3.49758e-008	3.99894e+013	17.1216	6.08208	1.34124e-009	3.31643e-018	1.70409e-027	0.000132622	0.5	4.08874e-008	1	0.00151686	0.00151686
1.29	1103.2	1e+019	0	5e-006	1.3932e+022	1.3518e+022	1.27199e+022	7.98098e+020	4.14031e+020	0	1.0708e+024	1.99436e-011	3.558e-008	3.99893e+013	17.2559	6.15142	1.34497e-009	3.33489e-018	1.71834e-027	0.00013336	0.5	4.12292e-008	1	0.00152871	0.00152871
1.3	1104	1e+019	0	5e-006	1.404e+022	1.36227e+022	1.28109e+022	8.118e+020	4.17252e+020	0	1.07364e+024	2.00393e-011	3.61909e-008	3.99893e+013	17.3902	6.22104	1.34868e-009	3.35332e-018	1.7326e-027	0.000134097	0.5	4.15713e-008	1	0.00154057	0.00154057
1.31	1104.8	1e+019	0	5e-006	1.4148e+022	1.37275e+022	1.29019e+022	8.25652e+020	4.20473e+020	0	1.07644e+024	2.01352e-011	3.68084e-008	3.99892e+013	17.5244	6.29094	1.35237e-009	3.37171e-018	1.74688e-027	0.000134832	0.5	4.19138e-008	1	0.00155242	0.00155242
1.32	1105.6	1e+019	0	5e-006	1.4256e+022	1.38323e+022	1.29927e+022	8.39653e+020	4.23695e+020	0	1.0792e+024	2.02311e-011	3.74326e-008	3.99892e+013	17.6588	6.36113	1.35605e-009	3.39007e-018	1.76116e-027	0.000135566	0.5	4.22565e-008	1	0.00156427	0.00156427
1.33	1106.4	1e+019	0	5e-006	1.4364e+022	1.39371e+022	1.30833e+022	8.53806e+020	4.26917e+020	0	1.08192e+024	2.03271e-011	3.80635e-008	3.99891e+013	17.7931	6.4316	1.35971e-009	3.40839e-018	1.77546e-027	0.000136299	0.5	4.25995e-008	1	0.00157612	0.00157612
1.34	1107.2	1e+019	0	5e-006	1.4472e+022	1.40419e+022	1.31737e+022	8.68111e+020	4.3014e+020	0	1.08459e+024	2.04232e-011	3.87013e-008	3.9989e+013	17.9274	6.50236	1.36335e-009	3.42669e-018	1.78978e-027	0.00013703	0.5	4.29428e-008	1	0.00158797	0.00158797
1.35	1108	1e+019	0	5e-006	1.458e+022	1.41466e+022	1.32641e+022	8.8257e+020	4.33362e+020	0	1.08723e+024	2.05193e-011	3.93458e-008	3.9989e+013	18.0617	6.5734	1.36698e-009	3.44494e-018	1.8041e-027	0.00013776	0.5	4.32865e-008	1	0.00159982	0.00159982
1.36	1108.8	1e+019	0	5e-006	1.4688e+022	1.42514e+022	1.33542e+022	8.97183e+020	4.36585e+020	0	1.08982e+024	2.06156e-011	3.99973e-008	3.99889e+013	18.1961	6.64473	1.37059e-009	3.46317e-018	1.81844e-027	0.000138488	0.5	4.36304e-008	1	0.00161167	0.00161167
1.37	1109.6	1e+019	0	5e-006	1.4796e+022	1.43562e+022	1.34442e+022	9.11952e+020	4.39808e+020	0	1.09238e+024	2.07119e-011	4.06557e-008	3.99889e+013	18.3304	6.71633	1.37419e-009	3.48137e-018	1.83279e-027	0.000139216	0.5	4.39746e-008	1	0.00162352	0.00162352
1.38	1110.4	1e+019	0	5e-006	1.4904e+022	1.4461e+022	1.35341e+022	9.26877e+020	4.43032e+020	0	1.0949e+024	2.08083e-011	4.13211e-008	3.99888e+013	18.4648	6.78822	1.37777e-009	3.49953e-018	1.84715e-027	0.000139942	0.5	4.43192e-008	1	0.00163537	0.00163537
1.39	1111.2	1e+019	0	5e-006	1.5012e+022	1.45657e+022	1.36238e+022	9.4196e+020	4.46256e+020	0	1.09738e+024	2.09048e-011	4.19935e-008	3.99887e+013	18.5992	6.86039	1.38133e-009	3.51766e-018	1.86152e-027	0.000140667	0.5	4.4664e-008	1	0.00164722	0.00164722
1.4	1112	1e+019	0	5e-006	1.512e+022	1.46705e+022	1.37133e+022	9.57202e+020	4.4948e+020	0	1.09982e+024	2.10014e-011	4.2673e-008	3.99887e+013	18.7336	6.93285	1.38488e-009	3.53576e-018	1.87591e-027	0.000141391	0.5	4.50091e-008	1	0.00165907	0.00165907
1.41	1112.8	1e+019	0	5e-006	1.5228e+022	1.47753e+022	1.38027e+022	9.72603e+020	4.52704e+020	0	1.10223e+024	2.1098e-011	4.33596e-008	3.99886e+013	18.868	7.00558	1.38842e-009	3.55384e-018	1.89031e-027	0.000142113	0.5	4.53546e-008	1	0.00167092	0.00167092
1.42	1113.6	1e+019	0	5e-006	1.5336e+022	1.48801e+022	1.38919e+022	9.88166e+020	4.55929e+020	0	1.1046e+024	2.11948e-011	4.40534e-008	3.99886e+013	19.0025	7.0786	1.39194e-009	3.57188e-018	1.90472e-027	0.000142834	0.5	4.57003e-008	1	0.00168277	0.00168277
1.43	1114.4	1e+019	0	5e-006	1.5444e+022	1.49848e+022	1.3981e+022	1.00389e+021	4.59154e+020	0	1.10693e+024	2.12916e-011	4.47544e-008	3.99885e+013	19.1369	7.1519	1.39544e-009	3.58989e-018	1.91915e-027	0.000143554	0.5	4.60464e-008	1	0.00169462	0.00169462
1.44	1115.2	1e+019	0	5e-006	1.5552e+022	1.50896e+022	1.40698e+022	1.01978e+021	4.62379e+020	0	1.10923e+024	2.13886e-011	4.54627e-008	3.99885e+013	19.2713	7.22548	1.39893e-009	3.60787e-018	1.93359e-027	0.000144273	0.5	4.63927e-008	1	0.00170647	0.00170647
1.45	1116	1e+019	0	5e-006	1.566e+022	1.51944e+022	1.41586e+022	1.03583e+021	4.65605e+020	0	1.11149e+024	2.14856e-011	4.61784e-008	3.99884e+013	19.4058	7.29934	1.40241e-009	3.62582e-018	1.94804e-027	0.000144991	0.5	4.67394e-008	1	0.00171832	0.00171832
1.46	1116.8	1e+019	0	5e-006	1.5768e+022	1.52992e+022	1.42471e+022	1.05205e+021	4.68831e+020	0	1.11372e+024	2.15827e-011	4.69013e-008	3.99883e+013	19.5403	7.37349	1.40587e-009	3.64375e-018	1.9625e-027	0.000145707	0.5	4.70863e-008	1	0.00173017	0.00173017
1.47	1117.6	1e+019	0	5e-006	1.5876e+022	1.54039e+022	1.43355e+022	1.06843e+021	4.72057e+020	0	1.11592e+024	2.168e-011	4.76318e-008	3.99883e+013	19.6748	7.44791	1.40932e-009	3.66164e-018	1.97698e-027	0.000146423	0.5	4.74336e-008	1	0.00174202	0.00174202
1.48	1118.4	1e+019	0	5e-006	1.5984e+022	1.55087e+022	1.44237e+022	1.08498e+021	4.75283e+020	0	1.11808e+024	2.17773e-011	4.83696e-008	3.99882e+013	19.8093	7.52261	1.41275e-009	3.67951e-018	1.99146e-027	0.000147137	0.5	4.77811e-008	1	0.00175387	0.00175387
1.49	1119.2	1e+019	0	5e-006	1.6092e+022	1.56135e+022	1.45118e+022	1.1017e+021	4.7851e+020	0	1.1202e+024	2.18747e-011	4.91151e-008	3.99882e+013	19.9438	7.5976	1.41617e-009	3.69735e-018	2.00597e-027	0.00014785	0.5	4.8129e-008	1	0.00176572	0.00176572
1.5	1120	1e+019	0	5e-006	1.62e+022	1.57183e+022	1.45997e+022	1.11859e+021	4.81737e+020	0	1.1223e+024	2.19723e-011	4.9868e-008	3.99881e+013	20.0783	7.67286	1.41958e-009	3.71517e-018	2.02048e-027	0.000148562	0.5	4.84771e-008	1	0.00177758	0.00177758
1.51	1120.8	1e+019	0	5e-006	1.6308e+022	1.5823e+022	1.46874e+022	1.13566e+021	4.84965e+020	0	1.12436e+024	2.20699e-011	5.06287e-008	3.99881e+013	20.2129	7.74841	1.42297e-009	3.73295e-018	2.03501e-027	0.000149273	0.5	4.88256e-008	1	0.00178943	0.00178943
1.52	1121.6	1e+019	0	5e-006	1.6416e+022	1.59278e+022	1.47749e+022	1.15289e+021	4.88193e+020	0	1.12639e+024	2.21676e-011	5.13969e-008	3.9988e+013	20.3475	7.82423	1.42636e-009	3.75071e-018	2.04955e-027	0.000149983	0.5	4.91743e-008	1	0.00180128	0.00180128
1.53	1122.4	1e+019	0	5e-006	1.6524e+022	1.60326e+022	1.48623e+022	1.1703e+021	4.91421e+020	0	1.12839e+024	2.22655e-011	5.2173e-008	3.99879e+013	20.482	7.90034	1.42972e-009	3.76844e-018	2.0641e-027	0.000150692	0.5	4.95234e-008	1	0.00181313	0.00181313
1.54	1123.2	1e+019	0	5e-006	1.6632e+022	1.61374e+022	1.49495e+022	1.18788e+021	4.94649e+020	0	1.13036e+024	2.23634e-011	5.29567e-008	3.99879e+013	20.6166	7.97672	1.43308e-009	3.78615e-018	2.07866e-027	0.0001514	0.5	4.98728e-008	1	0.00182498	0.00182498
1.55	1124	1e+019	0	5e-006	1.674e+022	1.62421e+022	1.50365e+022	1.20563e+021	4.97878e+020	0	1.1323e+024	2.24615e-011	5.37484e-008	3.99878e+013	20.7512	8.05339	1.43642e-009	3.80383e-018	2.09324e-027	0.000152107	0.5	5.02225e-008	1	0.00183683	0.00183683
1.56	1124.8	1e+019	0	5e-006	1.6848e+022	1.63469e+022	1.51233e+022	1.22357e+021	5.01107e+020	0	1.13421e+024	2.25597e-011	5.45479e-008	3.99878e+013	20.8859	8.13033	1.43975e-009	3.82148e-018	2.10783e-027	0.000152813	0.5	5.05724e-008	1	0.00184868	0.00184868
1.57	1125.6	1e+019	0	5e-006	1.6956e+022	1.64517e+022	1.521e+022	1.24168e+021	5.04337e+020	0	1.13608e+024	2.26579e-011	5.53553e-008	3.99877e+013	21.0205	8.20756	1.44307e-009	3.83911e-018	2.12243e-027	0.000153517	0.5	5.09227e-008	1	0.00186053	0.00186053
1.58	1126.4	1e+019	0	5e-006	1.7064e+022	1.65564e+022	1.52965e+022	1.25997e+021	5.07567e+020	0	1.13793e+024	2.27563e-011	5.61708e-008	3.99877e+013	21.1551	8.28506	1.44637e-009	3.85672e-018	2.13705e-027	0.000154221	0.5	5.12733e-008	1	0.00187238	0.00187238
1.59	1127.2	1e+019	0	5e-006	1.7172e+022	1.66612e+022	1.53828e+022	1.27844e+021	5.10797e+020	0	1.13975e+024	2.28548e-011	5.69942e-008	3.99876e+013	21.2898	8.36284	1.44966e-009	3.8743e-018	2.15167e-027	0.000154924	0.5	5.16242e-008	1	0.00188423	0.00188423
1.6	1128	1e+019	0	5e-006	1.728e+022	1.6766e+022	1.54689e+022	1.29709e+021	5.14028e+020	0	1.14154e+024	2.29534e-011	5.78258e-008	3.99876e+013	21.4245	8.4409	1.45294e-009	3.89185e-018	2.16631e-027	0.000155626	0.5	5.19754e-008	1	0.00189608	0.00189608
1.61	1128.8	1e+019	0	5e-006	1.7388e+022	1.68707e+022	1.55548e+022	1.31593e+021	5.17259e+020	0	1.14331e+024	2.30521e-011	5.86655e-008	3.99875e+013	21.5592	8.51924	1.45621e-009	3.90938e-018	2.18097e-027	0.000156326	0.5	5.23269e-008	1	0.00190793	0.00190793
1.62	1129.6	1e+019	0	5e-006	1.7496e+022	1.69755e+022	1.56406e+022	1.33495e+021	5.2049e+020	0	1.14504e+024	2.31509e-011	5.95134e-008	3.99874e+013	21.6939	8.59786	1.45947e-009	3.92689e-018	2.19563e-027	0.000157026	0.5	5.26787e-008	1	0.00191978	0.00191978
1.63	1130.4	1e+019	0	5e-006	1.7604e+022	1.70803e+022	1.57261e+022	1.35415e+021	5.23722e+020	0	1.14675e+024	2.32499e-011	6.03696e-008	3.99874e+013	21.8286	8.67676	1.46272e-009	3.94437e-018	2.21031e-027	0.000157725	0.5	5.30308e-008	1	0.00193163	0.00193163
1.64	1131.2	1e+019	0	5e-006	1.7712e+022	1.7185e+022	1.58115e+022	1.37355e+021	5.26954e+020	0	1.14843e+024	2.33489e-011	6.1234e-008	3.99873e+013	21.9634	8.75593	1.46595e-009	3.96183e-018	2.225e-027	0.000158423	0.5	5.33832e-008	1	0.00194348	0.00194348
1.65	1132	1e+019	0	5e-006	1.782e+022	1.72898e+022	1.58967e+022	1.39312e+021	5.30186e+020	0	1.15008e+024	2.34481e-011	6.21069e-008	3.99873e+013	22.0981	8.83539	1.46917e-009	3.97926e-018	2.23971e-027	0.00015912	0.5	5.37359e-008	1	0.00195533	0.00195533
1.66	1132.8	1e+019	0	5e-006	1.7928e+022	1.73946e+022	1.59817e+022	1.41289e+021	5.33419e+020	0	1.15171e+024	2.35474e-011	6.29881e-008	3.99872e+013	22.2329	8.91512	1.47238e-009	3.99668e-018	2.25442e-027	0.000159816	0.5	5.40889e-008	1	0.00196718	0.00196718
1.67	1133.6	1e+019	0	5e-006	1.8036e+022	1.74993e+022	1.60665e+022	1.43285e+021	5.36652e+020	0	1.15331e+024	2.36467e-011	6.38778e-008	3.99872e+013	22.3677	8.99513	1.47558e-009	4.01407e-018	2.26915e-027	0.000160511	0.5	5.44422e-008	1	0.00197903	0.00197903
